Area Type ,Area Name ,Date,Year ,Month,Seasonally Adjusted (Y/N) ,Status (Preliminary / Final) ,Labor Force,Employment ,Unemployment ,Unemployment Rate 
County,Butte County,09/01/2011,2011,September,N,Final,100900,87900,13000,0.129
County,Calaveras County,09/01/2011,2011,September,N,Final,20880,18090,2790,0.134
County,Colusa County,09/01/2011,2011,September,N,Final,12440,10620,1820,0.146
County,Contra Costa County,09/01/2011,2011,September,N,Final,532100,478200,53900,0.101
County,Del Norte County,09/01/2011,2011,September,N,Final,11180,9810,1360,0.122
County,El Dorado County,09/01/2011,2011,September,N,Final,89500,79600,9900,0.111
County,Fresno County,09/01/2011,2011,September,N,Final,449100,381800,67200,0.15
County,Glenn County,09/01/2011,2011,September,N,Final,13150,11300,1860,0.141
County,Humboldt County,09/01/2011,2011,September,N,Final,65100,58700,6400,0.098
County,Imperial County,09/01/2011,2011,September,N,Final,80700,55800,24900,0.309
County,Inyo County,09/01/2011,2011,September,N,Final,9670,8790,880,0.091
County,Kern County,09/01/2011,2011,September,N,Final,388900,336800,52100,0.134
County,Kings County,09/01/2011,2011,September,N,Final,59600,51300,8300,0.139
County,Lake County,09/01/2011,2011,September,N,Final,29950,25990,3960,0.132
County,Lassen County,09/01/2011,2011,September,N,Final,11910,10520,1390,0.116
County,Los Angeles County,09/01/2011,2011,September,N,Final,4945600,4333400,612200,0.124
County,Los Angeles County,09/01/2011,2011,September,Y,Final,4927700,4326400,601300,0.122
County,Madera County,09/01/2011,2011,September,N,Final,64000,54900,9000,0.141
County,Marin County,09/01/2011,2011,September,N,Final,134300,124600,9700,0.073
County,Mariposa County,09/01/2011,2011,September,N,Final,9150,8160,980,0.108
County,Mendocino County,09/01/2011,2011,September,N,Final,40870,36550,4310,0.106
County,Merced County,09/01/2011,2011,September,N,Final,118000,100300,17800,0.151
County,Modoc County,09/01/2011,2011,September,N,Final,3670,3170,510,0.138
County,Mono County,09/01/2011,2011,September,N,Final,8620,7720,900,0.104
County,Monterey County,09/01/2011,2011,September,N,Final,222300,199700,22600,0.102
County,Napa County,09/01/2011,2011,September,N,Final,72600,66000,6600,0.09
County,Nevada County,09/01/2011,2011,September,N,Final,49050,43890,5160,0.105
County,Orange County,09/01/2011,2011,September,N,Final,1553400,1412900,140400,0.09
County,Placer County,09/01/2011,2011,September,N,Final,173900,155700,18200,0.105
County,Plumas County,09/01/2011,2011,September,N,Final,9150,7880,1270,0.139
County,Riverside County,09/01/2011,2011,September,N,Final,977400,847000,130400,0.133
County,Sacramento County,09/01/2011,2011,September,N,Final,682200,601500,80700,0.118
County,San Benito County,09/01/2011,2011,September,N,Final,28400,24700,3700,0.129
County,San Bernardino County,09/01/2011,2011,September,N,Final,888100,774300,113900,0.128
County,San Diego County,09/01/2011,2011,September,N,Final,1528800,1371700,157200,0.103
County,San Francisco County,09/01/2011,2011,September,N,Final,500400,461100,39300,0.078
County,San Joaquin County,09/01/2011,2011,September,N,Final,313600,266400,47200,0.151
County,San Luis Obispo County,09/01/2011,2011,September,N,Final,136000,123400,12700,0.093
County,San Mateo County,09/01/2011,2011,September,N,Final,404600,374600,30000,0.074
County,Santa Barbara County,09/01/2011,2011,September,N,Final,213500,194200,19200,0.09
County,Santa Clara County,09/01/2011,2011,September,N,Final,946500,859900,86700,0.092
County,Santa Cruz County,09/01/2011,2011,September,N,Final,140300,124500,15700,0.112
County,Shasta County,09/01/2011,2011,September,N,Final,77500,66100,11300,0.146
County,Sierra County,09/01/2011,2011,September,N,Final,1670,1460,210,0.125
County,Siskiyou County,09/01/2011,2011,September,N,Final,19380,16480,2900,0.149
County,Solano County,09/01/2011,2011,September,N,Final,203300,179300,24000,0.118
County,Sonoma County,09/01/2011,2011,September,N,Final,247400,222800,24600,0.1
County,Stanislaus County,09/01/2011,2011,September,N,Final,247200,210600,36700,0.148
County,Sutter County,09/01/2011,2011,September,N,Final,46700,39500,7200,0.154
County,Tehama County,09/01/2011,2011,September,N,Final,25600,22000,3600,0.141
County,Trinity County,09/01/2011,2011,September,N,Final,5520,4740,780,0.142
County,Tulare County,09/01/2011,2011,September,N,Final,206300,174000,32300,0.157
County,Tuolumne County,09/01/2011,2011,September,N,Final,22860,19780,3080,0.135
County,Ventura County,09/01/2011,2011,September,N,Final,429700,385100,44600,0.104
County,Yolo County,09/01/2011,2011,September,N,Final,102100,91000,11100,0.108
County,Yuba County,09/01/2011,2011,September,N,Final,29200,24600,4500,0.155
County,Alameda County,09/01/2012,2012,September,N,Final,801200,735800,65400,0.082
County,Alpine County,09/01/2012,2012,September,N,Final,480,420,60,0.115
County,Amador County,09/01/2012,2012,September,N,Final,14720,13080,1650,0.112
County,Butte County,09/01/2012,2012,September,N,Final,100200,89400,10900,0.108
County,Calaveras County,09/01/2012,2012,September,N,Final,20360,18100,2260,0.111
County,Colusa County,09/01/2012,2012,September,N,Final,11750,10080,1670,0.142
County,Contra Costa County,09/01/2012,2012,September,N,Final,537100,492300,44800,0.083
County,Del Norte County,09/01/2012,2012,September,N,Final,10640,9370,1270,0.119
County,El Dorado County,09/01/2012,2012,September,N,Final,88700,80500,8200,0.093
County,Fresno County,09/01/2012,2012,September,N,Final,440900,383500,57400,0.13
County,Glenn County,09/01/2012,2012,September,N,Final,13140,11590,1540,0.117
County,Humboldt County,09/01/2012,2012,September,N,Final,64600,59200,5400,0.084
County,Imperial County,09/01/2012,2012,September,N,Final,78800,56000,22800,0.289
County,Inyo County,09/01/2012,2012,September,N,Final,9480,8710,770,0.082
County,Kern County,09/01/2012,2012,September,N,Final,399500,354800,44800,0.112
County,Kings County,09/01/2012,2012,September,N,Final,58900,51600,7300,0.125
County,Lake County,09/01/2012,2012,September,N,Final,29810,26480,3340,0.112
County,Lassen County,09/01/2012,2012,September,N,Final,12060,10880,1180,0.098
County,Los Angeles County,09/01/2012,2012,September,N,Final,4923600,4409200,514300,0.104
County,Los Angeles County,09/01/2012,2012,September,Y,Final,4921400,4400800,520600,0.106
County,Madera County,09/01/2012,2012,September,N,Final,63700,56100,7600,0.119
County,Marin County,09/01/2012,2012,September,N,Final,137000,129000,8000,0.059
County,Mariposa County,09/01/2012,2012,September,N,Final,9000,8160,840,0.094
County,Mendocino County,09/01/2012,2012,September,N,Final,41210,37600,3610,0.088
County,Merced County,09/01/2012,2012,September,N,Final,117300,101800,15500,0.132
County,Modoc County,09/01/2012,2012,September,N,Final,3640,3220,420,0.116
County,Mono County,09/01/2012,2012,September,N,Final,8380,7570,810,0.097
County,Monterey County,09/01/2012,2012,September,N,Final,224300,204900,19500,0.087
County,Napa County,09/01/2012,2012,September,N,Final,73600,68200,5400,0.073
County,Nevada County,09/01/2012,2012,September,N,Final,48050,43840,4220,0.088
County,Orange County,09/01/2012,2012,September,N,Final,1565600,1450300,115300,0.074
County,Placer County,09/01/2012,2012,September,N,Final,174500,159400,15100,0.087
County,Plumas County,09/01/2012,2012,September,N,Final,8720,7640,1080,0.124
County,Riverside County,09/01/2012,2012,September,N,Final,982400,872300,110200,0.112
County,Sacramento County,09/01/2012,2012,September,N,Final,680300,613400,67000,0.098
County,San Benito County,09/01/2012,2012,September,N,Final,28700,25500,3200,0.11
County,San Bernardino County,09/01/2012,2012,September,N,Final,888200,792100,96200,0.108
County,San Diego County,09/01/2012,2012,September,N,Final,1542300,1409200,133100,0.086
County,San Francisco County,09/01/2012,2012,September,N,Final,514300,482200,32200,0.063
County,San Joaquin County,09/01/2012,2012,September,N,Final,311700,271900,39800,0.128
County,San Luis Obispo County,09/01/2012,2012,September,N,Final,138800,128300,10600,0.076
County,San Mateo County,09/01/2012,2012,September,N,Final,416100,391500,24600,0.059
County,Santa Barbara County,09/01/2012,2012,September,N,Final,216000,199700,16300,0.075
County,Santa Clara County,09/01/2012,2012,September,N,Final,962900,892300,70500,0.073
County,Santa Cruz County,09/01/2012,2012,September,N,Final,141100,127500,13500,0.096
County,Shasta County,09/01/2012,2012,September,N,Final,76300,66800,9500,0.125
County,Sierra County,09/01/2012,2012,September,N,Final,1510,1340,170,0.111
County,Siskiyou County,09/01/2012,2012,September,N,Final,19090,16710,2380,0.125
County,Solano County,09/01/2012,2012,September,N,Final,203200,183400,19800,0.098
County,Sonoma County,09/01/2012,2012,September,N,Final,248400,228500,19800,0.08
County,Stanislaus County,09/01/2012,2012,September,N,Final,244300,213100,31200,0.128
County,Sutter County,09/01/2012,2012,September,N,Final,45400,39200,6300,0.138
County,Tehama County,09/01/2012,2012,September,N,Final,25530,22490,3040,0.119
County,Trinity County,09/01/2012,2012,September,N,Final,5490,4860,630,0.114
County,Tulare County,09/01/2012,2012,September,N,Final,201100,172400,28800,0.143
County,Tuolumne County,09/01/2012,2012,September,N,Final,22260,19710,2550,0.115
County,Ventura County,09/01/2012,2012,September,N,Final,430500,392700,37800,0.088
County,Yolo County,09/01/2012,2012,September,N,Final,102400,92900,9500,0.093
County,Yuba County,09/01/2012,2012,September,N,Final,28600,24700,3900,0.136
County,Alameda County,09/01/2013,2013,September,N,Final,805500,749800,55700,0.069
County,Alpine County,09/01/2013,2013,September,N,Final,480,430,50,0.098
County,Amador County,09/01/2013,2013,September,N,Final,14610,13230,1380,0.095
County,Butte County,09/01/2013,2013,September,N,Final,101000,91500,9500,0.094
County,Calaveras County,09/01/2013,2013,September,N,Final,20470,18640,1830,0.089
County,Colusa County,09/01/2013,2013,September,N,Final,11580,10090,1490,0.129
County,Contra Costa County,09/01/2013,2013,September,N,Final,539600,500900,38700,0.072
County,Del Norte County,09/01/2013,2013,September,N,Final,10500,9400,1100,0.105
County,El Dorado County,09/01/2013,2013,September,N,Final,88400,81500,6900,0.078
County,Fresno County,09/01/2013,2013,September,N,Final,439500,388900,50700,0.115
County,Glenn County,09/01/2013,2013,September,N,Final,12940,11590,1350,0.104
County,Humboldt County,09/01/2013,2013,September,N,Final,63100,58400,4600,0.074
County,Imperial County,09/01/2013,2013,September,N,Final,78400,57300,21100,0.269
County,Inyo County,09/01/2013,2013,September,N,Final,9410,8750,660,0.07
County,Kern County,09/01/2013,2013,September,N,Final,399200,358200,40900,0.103
County,Kings County,09/01/2013,2013,September,N,Final,58100,51600,6600,0.113
County,Lake County,09/01/2013,2013,September,N,Final,29440,26550,2900,0.098
County,Lassen County,09/01/2013,2013,September,N,Final,11390,10410,980,0.086
County,Los Angeles County,09/01/2013,2013,September,N,Final,4997000,4521000,476000,0.095
County,Los Angeles County,09/01/2013,2013,September,Y,Final,4981600,4508600,473000,0.095
County,Madera County,09/01/2013,2013,September,N,Final,63000,56300,6700,0.107
County,Marin County,09/01/2013,2013,September,N,Final,137900,131000,6900,0.05
County,Mariposa County,09/01/2013,2013,September,N,Final,8840,8140,710,0.08
County,Mendocino County,09/01/2013,2013,September,N,Final,40790,37710,3080,0.076
County,Merced County,09/01/2013,2013,September,N,Final,116800,103000,13800,0.118
County,Modoc County,09/01/2013,2013,September,N,Final,3540,3180,350,0.1
County,Mono County,09/01/2013,2013,September,N,Final,8430,7760,670,0.079
County,Monterey County,09/01/2013,2013,September,N,Final,222200,205000,17200,0.078
County,Napa County,09/01/2013,2013,September,N,Final,75400,70800,4500,0.06
County,Nevada County,09/01/2013,2013,September,N,Final,48190,44600,3590,0.075
County,Orange County,09/01/2013,2013,September,N,Final,1566600,1466500,100200,0.064
County,Placer County,09/01/2013,2013,September,N,Final,175800,162900,12900,0.073
County,Plumas County,09/01/2013,2013,September,N,Final,8570,7670,900,0.105
County,Riverside County,09/01/2013,2013,September,N,Final,996500,899400,97100,0.097
County,Sacramento County,09/01/2013,2013,September,N,Final,680100,622500,57600,0.085
County,San Benito County,09/01/2013,2013,September,N,Final,29100,26300,2800,0.095
County,San Bernardino County,09/01/2013,2013,September,N,Final,896600,812200,84400,0.094
County,San Diego County,09/01/2013,2013,September,N,Final,1543800,1426700,117200,0.076
County,San Francisco County,09/01/2013,2013,September,N,Final,519300,492100,27100,0.052
County,San Joaquin County,09/01/2013,2013,September,N,Final,314700,279700,35000,0.111
County,San Luis Obispo County,09/01/2013,2013,September,N,Final,137300,128300,9000,0.066
County,San Mateo County,09/01/2013,2013,September,N,Final,420600,399300,21300,0.051
County,Santa Barbara County,09/01/2013,2013,September,N,Final,216400,202000,14300,0.066
County,Santa Clara County,09/01/2013,2013,September,N,Final,978100,917800,60300,0.062
County,Santa Cruz County,09/01/2013,2013,September,N,Final,141300,129500,11800,0.083
County,Shasta County,09/01/2013,2013,September,N,Final,75400,67500,7900,0.105
County,Sierra County,09/01/2013,2013,September,N,Final,1470,1330,140,0.097
County,Siskiyou County,09/01/2013,2013,September,N,Final,18370,16390,1990,0.108
County,Solano County,09/01/2013,2013,September,N,Final,203700,186300,17400,0.085
County,Sonoma County,09/01/2013,2013,September,N,Final,253100,236600,16600,0.065
County,Stanislaus County,09/01/2013,2013,September,N,Final,243100,215700,27400,0.113
County,Sutter County,09/01/2013,2013,September,N,Final,44400,39000,5500,0.123
County,Tehama County,09/01/2013,2013,September,N,Final,25620,23000,2620,0.102
County,Trinity County,09/01/2013,2013,September,N,Final,5270,4740,530,0.1
County,Tulare County,09/01/2013,2013,September,N,Final,197800,172000,25800,0.13
County,Tuolumne County,09/01/2013,2013,September,N,Final,21690,19580,2110,0.097
County,Ventura County,09/01/2013,2013,September,N,Final,430700,397100,33700,0.078
County,Yolo County,09/01/2013,2013,September,N,Final,101400,93300,8100,0.08
County,Yuba County,09/01/2013,2013,September,N,Final,28000,24700,3300,0.119
County,Alameda County,09/01/2014,2014,September,N,Final,811300,766300,45000,0.055
County,Alpine County,09/01/2014,2014,September,N,Final,500,460,40,0.074
County,Amador County,09/01/2014,2014,September,N,Final,14590,13520,1080,0.074
County,Butte County,09/01/2014,2014,September,N,Final,100800,93100,7600,0.076
County,Calaveras County,09/01/2014,2014,September,N,Final,20380,18920,1460,0.071
County,Colusa County,09/01/2014,2014,September,N,Final,11370,10110,1260,0.11
County,Contra Costa County,09/01/2014,2014,September,N,Final,541700,510000,31800,0.059
County,Del Norte County,09/01/2014,2014,September,N,Final,9990,9110,890,0.089
County,El Dorado County,09/01/2014,2014,September,N,Final,87900,82300,5600,0.063
County,Fresno County,09/01/2014,2014,September,N,Final,439200,396500,42800,0.097
County,Glenn County,09/01/2014,2014,September,N,Final,13050,11910,1140,0.087
County,Humboldt County,09/01/2014,2014,September,N,Final,62700,59000,3700,0.059
County,Imperial County,09/01/2014,2014,September,N,Final,79100,58000,21100,0.267
County,Inyo County,09/01/2014,2014,September,N,Final,9330,8770,550,0.059
County,Kern County,09/01/2014,2014,September,N,Final,397400,362500,34900,0.088
County,Kings County,09/01/2014,2014,September,N,Final,57200,51800,5500,0.095
County,Lake County,09/01/2014,2014,September,N,Final,29400,27060,2340,0.079
County,Lassen County,09/01/2014,2014,September,N,Final,10740,9950,790,0.074
County,Los Angeles County,09/01/2014,2014,September,N,Final,5013500,4609200,404300,0.081
County,Los Angeles County,09/01/2014,2014,September,Y,Final,5006300,4605300,401100,0.08
County,Madera County,09/01/2014,2014,September,N,Final,62800,57200,5700,0.09
County,Marin County,09/01/2014,2014,September,N,Final,139100,133500,5700,0.041
County,Mariposa County,09/01/2014,2014,September,N,Final,8680,8120,570,0.065
County,Mendocino County,09/01/2014,2014,September,N,Final,40820,38350,2460,0.06
County,Merced County,09/01/2014,2014,September,N,Final,116800,105000,11800,0.101
County,Modoc County,09/01/2014,2014,September,N,Final,3400,3130,270,0.08
County,Mono County,09/01/2014,2014,September,N,Final,8290,7760,530,0.063
County,Monterey County,09/01/2014,2014,September,N,Final,225500,211100,14400,0.064
County,Napa County,09/01/2014,2014,September,N,Final,75100,71400,3700,0.049
County,Nevada County,09/01/2014,2014,September,N,Final,47970,45130,2840,0.059
County,Orange County,09/01/2014,2014,September,N,Final,1573600,1490100,83500,0.053
County,Placer County,09/01/2014,2014,September,N,Final,175800,165500,10300,0.059
County,Plumas County,09/01/2014,2014,September,N,Final,8410,7720,690,0.082
County,Riverside County,09/01/2014,2014,September,N,Final,1012400,931500,80900,0.08
County,Sacramento County,09/01/2014,2014,September,N,Final,679600,633000,46600,0.069
County,San Benito County,09/01/2014,2014,September,N,Final,29100,26900,2200,0.077
County,San Bernardino County,09/01/2014,2014,September,N,Final,905300,836600,68700,0.076
County,San Diego County,09/01/2014,2014,September,N,Final,1543100,1448500,94600,0.061
County,San Francisco County,09/01/2014,2014,September,N,Final,533400,511400,22100,0.041
County,San Joaquin County,09/01/2014,2014,September,N,Final,313700,284800,28900,0.092
County,San Luis Obispo County,09/01/2014,2014,September,N,Final,140000,132400,7500,0.054
County,San Mateo County,09/01/2014,2014,September,N,Final,431000,413700,17300,0.04
County,Santa Barbara County,09/01/2014,2014,September,N,Final,216700,204600,12100,0.056
County,Santa Clara County,09/01/2014,2014,September,N,Final,997000,948100,48900,0.049
County,Santa Cruz County,09/01/2014,2014,September,N,Final,140500,130900,9600,0.068
County,Shasta County,09/01/2014,2014,September,N,Final,75400,69200,6200,0.082
County,Sierra County,09/01/2014,2014,September,N,Final,1430,1320,110,0.078
County,Siskiyou County,09/01/2014,2014,September,N,Final,18330,16760,1570,0.086
County,Solano County,09/01/2014,2014,September,N,Final,203000,189000,14000,0.069
County,Sonoma County,09/01/2014,2014,September,N,Final,259700,246400,13300,0.051
County,Stanislaus County,09/01/2014,2014,September,N,Final,241600,218500,23100,0.096
County,Sutter County,09/01/2014,2014,September,N,Final,44200,39800,4400,0.1
County,Tehama County,09/01/2014,2014,September,N,Final,25500,23390,2110,0.083
County,Trinity County,09/01/2014,2014,September,N,Final,5350,4960,390,0.073
County,Tulare County,09/01/2014,2014,September,N,Final,197300,175000,22400,0.113
County,Tuolumne County,09/01/2014,2014,September,N,Final,21830,20190,1640,0.075
County,Ventura County,09/01/2014,2014,September,N,Final,425800,397800,28000,0.066
County,Yolo County,09/01/2014,2014,September,N,Final,102000,95300,6700,0.065
County,Yuba County,09/01/2014,2014,September,N,Final,27700,25100,2700,0.096
County,Alameda County,09/01/2015,2015,September,N,Final,819700,783400,36200,0.044
County,Alpine County,09/01/2015,2015,September,N,Final,530,490,40,0.076
County,Amador County,09/01/2015,2015,September,N,Final,14340,13530,820,0.057
County,Butte County,09/01/2015,2015,September,N,Final,101100,94900,6200,0.062
County,Calaveras County,09/01/2015,2015,September,N,Final,20360,19190,1170,0.057
County,Colusa County,09/01/2015,2015,September,N,Final,11480,10440,1040,0.09
County,Contra Costa County,09/01/2015,2015,September,N,Final,544500,519300,25300,0.046
County,Del Norte County,09/01/2015,2015,September,N,Final,10000,9290,710,0.071
County,El Dorado County,09/01/2015,2015,September,N,Final,87400,83000,4400,0.05
County,Fresno County,09/01/2015,2015,September,N,Final,439600,402700,36900,0.084
County,Glenn County,09/01/2015,2015,September,N,Final,13200,12300,900,0.068
County,Humboldt County,09/01/2015,2015,September,N,Final,62600,59500,3000,0.048
County,Imperial County,09/01/2015,2015,September,N,Final,77200,57600,19600,0.254
County,Inyo County,09/01/2015,2015,September,N,Final,9140,8690,450,0.05
County,Kern County,09/01/2015,2015,September,N,Final,391400,357100,34200,0.087
County,Kings County,09/01/2015,2015,September,N,Final,57200,52400,4800,0.084
County,Lake County,09/01/2015,2015,September,N,Final,28880,26990,1880,0.065
County,Lassen County,09/01/2015,2015,September,N,Final,10650,10040,610,0.057
County,Los Angeles County,09/01/2015,2015,September,N,Final,4959200,4652100,307100,0.062
County,Los Angeles County,09/01/2015,2015,September,Y,Final,4963300,4660000,303300,0.061
County,Madera County,09/01/2015,2015,September,N,Final,60100,55100,5000,0.083
County,Marin County,09/01/2015,2015,September,N,Final,138600,134000,4600,0.033
County,Mariposa County,09/01/2015,2015,September,N,Final,8590,8160,430,0.05
County,Mendocino County,09/01/2015,2015,September,N,Final,39700,37780,1920,0.048
County,Merced County,09/01/2015,2015,September,N,Final,116500,106700,9800,0.084
County,Modoc County,09/01/2015,2015,September,N,Final,3390,3170,230,0.066
County,Mono County,09/01/2015,2015,September,N,Final,7900,7470,430,0.055
County,Monterey County,09/01/2015,2015,September,N,Final,226300,214000,12300,0.054
County,Napa County,09/01/2015,2015,September,N,Final,75400,72500,2900,0.038
County,Nevada County,09/01/2015,2015,September,N,Final,47620,45320,2300,0.048
County,Orange County,09/01/2015,2015,September,N,Final,1583500,1517100,66500,0.042
County,Placer County,09/01/2015,2015,September,N,Final,175900,167800,8100,0.046
County,Plumas County,09/01/2015,2015,September,N,Final,8160,7580,580,0.071
County,Riverside County,09/01/2015,2015,September,N,Final,1028500,961700,66800,0.065
County,Sacramento County,09/01/2015,2015,September,N,Final,683100,644900,38200,0.056
County,San Benito County,09/01/2015,2015,September,N,Final,29600,27800,1800,0.061
County,San Bernardino County,09/01/2015,2015,September,N,Final,914200,858900,55300,0.06
County,San Diego County,09/01/2015,2015,September,N,Final,1546400,1470900,75500,0.049
County,San Francisco County,09/01/2015,2015,September,N,Final,544500,526200,18400,0.034
County,San Joaquin County,09/01/2015,2015,September,N,Final,316300,292000,24300,0.077
County,San Luis Obispo County,09/01/2015,2015,September,N,Final,137100,131200,6000,0.044
County,San Mateo County,09/01/2015,2015,September,N,Final,436700,422900,13800,0.032
County,Santa Barbara County,09/01/2015,2015,September,N,Final,216400,206500,9800,0.045
County,Santa Clara County,09/01/2015,2015,September,N,Final,1014100,974900,39200,0.039
County,Santa Cruz County,09/01/2015,2015,September,N,Final,141200,133400,7900,0.056
County,Shasta County,09/01/2015,2015,September,N,Final,74000,69100,4900,0.066
County,Sierra County,09/01/2015,2015,September,N,Final,1400,1310,90,0.063
County,Siskiyou County,09/01/2015,2015,September,N,Final,18070,16780,1290,0.071
County,Solano County,09/01/2015,2015,September,N,Final,204800,193500,11300,0.055
County,Sonoma County,09/01/2015,2015,September,N,Final,259700,249400,10300,0.04
County,Stanislaus County,09/01/2015,2015,September,N,Final,241400,222300,19100,0.079
County,Sutter County,09/01/2015,2015,September,N,Final,44500,40800,3700,0.083
County,Tehama County,09/01/2015,2015,September,N,Final,25690,23970,1720,0.067
County,Trinity County,09/01/2015,2015,September,N,Final,5300,4990,310,0.058
County,Tulare County,09/01/2015,2015,September,N,Final,200300,180200,20100,0.1
County,Tuolumne County,09/01/2015,2015,September,N,Final,21560,20240,1330,0.061
County,Ventura County,09/01/2015,2015,September,N,Final,422500,399100,23400,0.055
County,Yolo County,09/01/2015,2015,September,N,Final,103400,97700,5700,0.055
County,Yuba County,09/01/2015,2015,September,N,Final,27700,25600,2100,0.077
County,Alameda County,09/01/2016,2016,September,N,Final,838300,802300,36000,0.043
County,Alpine County,09/01/2016,2016,September,N,Final,490,450,40,0.074
County,Amador County,09/01/2016,2016,September,N,Final,14880,14070,810,0.054
County,Butte County,09/01/2016,2016,September,N,Final,103100,97000,6100,0.06
County,Calaveras County,09/01/2016,2016,September,N,Final,21070,19950,1120,0.053
County,Colusa County,09/01/2016,2016,September,N,Final,10910,9850,1060,0.097
County,Contra Costa County,09/01/2016,2016,September,N,Final,557200,532600,24700,0.044
County,Del Norte County,09/01/2016,2016,September,N,Final,9970,9330,640,0.064
County,El Dorado County,09/01/2016,2016,September,N,Final,89100,84700,4400,0.049
County,Fresno County,09/01/2016,2016,September,N,Final,447900,411000,36900,0.082
County,Glenn County,09/01/2016,2016,September,N,Final,13060,12160,900,0.069
County,Humboldt County,09/01/2016,2016,September,N,Final,63000,60100,2900,0.045
County,Imperial County,09/01/2016,2016,September,N,Final,76700,56300,20300,0.265
County,Inyo County,09/01/2016,2016,September,N,Final,8920,8500,430,0.048
County,Kern County,09/01/2016,2016,September,N,Final,391300,355100,36200,0.093
County,Kings County,09/01/2016,2016,September,N,Final,56900,52100,4700,0.083
County,Lake County,09/01/2016,2016,September,N,Final,29410,27640,1770,0.06
County,Lassen County,09/01/2016,2016,September,N,Final,10720,10120,600,0.056
County,Los Angeles County,09/01/2016,2016,September,N,Final,5060600,4787200,273400,0.054
County,Los Angeles County,09/01/2016,2016,September,Y,Final,5044900,4782800,262200,0.052
County,Madera County,09/01/2016,2016,September,N,Final,61900,57200,4700,0.076
County,Marin County,09/01/2016,2016,September,N,Final,140400,135700,4600,0.033
County,Mariposa County,09/01/2016,2016,September,N,Final,7940,7530,420,0.052
County,Mendocino County,09/01/2016,2016,September,N,Final,39710,37870,1840,0.046
County,Merced County,09/01/2016,2016,September,N,Final,116600,107100,9600,0.082
County,Modoc County,09/01/2016,2016,September,N,Final,3330,3120,210,0.064
County,Mono County,09/01/2016,2016,September,N,Final,8120,7690,430,0.052
County,Monterey County,09/01/2016,2016,September,N,Final,225500,213700,11800,0.052
County,Napa County,09/01/2016,2016,September,N,Final,74400,71500,2900,0.039
County,Nevada County,09/01/2016,2016,September,N,Final,48310,46110,2200,0.046
County,Orange County,09/01/2016,2016,September,N,Final,1604400,1539300,65100,0.041
County,Placer County,09/01/2016,2016,September,N,Final,180600,172600,8000,0.044
County,Plumas County,09/01/2016,2016,September,N,Final,8170,7630,540,0.066
County,Riverside County,09/01/2016,2016,September,N,Final,1055700,988100,67600,0.064
County,Sacramento County,09/01/2016,2016,September,N,Final,697900,660400,37500,0.054
County,San Benito County,09/01/2016,2016,September,N,Final,30400,28700,1800,0.058
County,San Bernardino County,09/01/2016,2016,September,N,Final,933000,878300,54700,0.059
County,San Diego County,09/01/2016,2016,September,N,Final,1572300,1497900,74400,0.047
County,San Francisco County,09/01/2016,2016,September,N,Final,560100,541700,18500,0.033
County,San Joaquin County,09/01/2016,2016,September,N,Final,321200,297400,23800,0.074
County,San Luis Obispo County,09/01/2016,2016,September,N,Final,139100,133100,6000,0.043
County,San Mateo County,09/01/2016,2016,September,N,Final,445600,432000,13700,0.031
County,Santa Barbara County,09/01/2016,2016,September,N,Final,215000,205100,10000,0.046
County,Santa Clara County,09/01/2016,2016,September,N,Final,1032800,993500,39400,0.038
County,Santa Cruz County,09/01/2016,2016,September,N,Final,143100,135400,7600,0.053
County,Shasta County,09/01/2016,2016,September,N,Final,74700,70000,4700,0.063
County,Sierra County,09/01/2016,2016,September,N,Final,1390,1300,80,0.061
County,Siskiyou County,09/01/2016,2016,September,N,Final,18150,16940,1210,0.067
County,Solano County,09/01/2016,2016,September,N,Final,208400,197300,11100,0.053
County,Sonoma County,09/01/2016,2016,September,N,Final,262900,253000,9900,0.038
County,Stanislaus County,09/01/2016,2016,September,N,Final,246500,228200,18300,0.074
County,Sutter County,09/01/2016,2016,September,N,Final,45400,42000,3400,0.076
County,Tehama County,09/01/2016,2016,September,N,Final,26060,24460,1610,0.062
County,Trinity County,09/01/2016,2016,September,N,Final,5140,4850,290,0.056
County,Tulare County,09/01/2016,2016,September,N,Final,202500,181800,20700,0.102
County,Tuolumne County,09/01/2016,2016,September,N,Final,21650,20430,1220,0.056
County,Ventura County,09/01/2016,2016,September,N,Final,424000,400900,23100,0.055
County,Yolo County,09/01/2016,2016,September,N,Final,106400,100800,5500,0.052
County,Yuba County,09/01/2016,2016,September,N,Final,28500,26400,2200,0.076
County,Alameda County,09/01/2017,2017,September,N,Final,845100,816000,29100,0.034
County,Alpine County,09/01/2017,2017,September,N,Final,480,450,30,0.067
County,Amador County,09/01/2017,2017,September,N,Final,14990,14360,640,0.043
County,Butte County,09/01/2017,2017,September,N,Final,103700,98600,5000,0.048
County,Calaveras County,09/01/2017,2017,September,N,Final,21370,20510,860,0.04
County,Colusa County,09/01/2017,2017,September,N,Final,11070,10180,900,0.081
County,Contra Costa County,09/01/2017,2017,September,N,Final,562500,542400,20100,0.036
County,Del Norte County,09/01/2017,2017,September,N,Final,9910,9370,530,0.054
County,El Dorado County,09/01/2017,2017,September,N,Final,90300,86800,3500,0.039
County,Fresno County,09/01/2017,2017,September,N,Final,447900,417000,30900,0.069
County,Glenn County,09/01/2017,2017,September,N,Final,13050,12290,760,0.058
